IdCliente;Fecha Nacimiento;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
27091;17/4/1967;Trabajador Dependiente;Soltero;Universitario;No;4136000;Si;No;Emailing;0;Si
44967;1/5/1985;Trabajador Dependiente;Soltero;Universitario;No;4132000;No;No;Fono Particular;0;No
43399;27/4/1974;Trabajador Dependiente;Soltero;Universitario;No;4130000;No;No;Celular;0;No
36368;22/4/1970;Trabajador Dependiente;Soltero;Universitario;No;4129000;No;No;Celular;1;No
39638;23/4/1971;Trabajador Dependiente;Soltero;Universitario;No;4129000;No;No;Celular;0;No
33756;20/4/1969;Gerente;Soltero;Universitario;No;4128000;Si;No;Emailing;0;No
38814;23/4/1973;Trabajador Dependiente;Soltero;Universitario;No;4127000;Si;No;Fono Particular;0;No
21787;13/4/1964;Trabajador Dependiente;Soltero;Universitario;No;4126000;No;No;Celular;0;No
44573;29/4/1980;Trabajador Dependiente;Soltero;Universitario;No;4126000;No;No;Celular;7;Si
44614;29/4/1980;Trabajador Dependiente;Soltero;Universitario;No;4126000;No;No;Celular;2;No
44827;30/4/1981;Trabajador Dependiente;Soltero;Universitario;No;4126000;No;No;Celular;0;Si
27917;17/4/1971;Gerente;Soltero;Universitario;No;4123000;No;No;Celular;0;No
4566;28/3/1957;Trabajador Dependiente;Soltero;Universitario;No;4118000;No;No;Fono Particular;0;Si
43817;27/4/1979;Gerente;Soltero;Universitario;No;4116000;Si;No;Celular;0;No
44985;1/5/1979;Trabajador Dependiente;Soltero;Universitario;No;4111000;No;Si;Celular;0;No
34435;21/4/1970;Trabajador Dependiente;Soltero;Universitario;No;4110000;Si;No;Emailing;0;No
37344;22/4/1976;Trabajador Dependiente;Soltero;Universitario;No;4105000;No;No;Celular;0;No
41522;25/4/1976;Trabajador Dependiente;Soltero;Universitario;No;4099000;No;No;Celular;0;Si
39365;23/4/1973;Gerente;Soltero;Universitario;No;4091000;No;No;Celular;0;No
8913;2/4/1962;Trabajador Dependiente;Soltero;Universitario;No;4089000;Si;No;Emailing;0;No
44905;30/4/1978;Trabajador Dependiente;Soltero;Universitario;No;4084000;Si;No;Emailing;0;No
24362;15/4/1965;Gerente;Soltero;Universitario;No;4082000;Si;No;Celular;0;No
39888;23/4/1973;Trabajador Dependiente;Soltero;Universitario;No;4082000;No;No;Fono Particular;17;No
36138;21/4/1973;Trabajador Dependiente;Soltero;Universitario;No;4071000;No;No;Celular;0;Si
35398;21/4/1975;Trabajador Dependiente;Soltero;Universitario;No;4069000;Si;No;Celular;0;No
31869;19/4/1971;Trabajador Dependiente;Soltero;Universitario;No;4062000;Si;Si;Celular;0;No
39116;23/4/1977;Trabajador Dependiente;Soltero;Universitario;No;4060000;No;No;Celular;1;Si
41660;25/4/1976;Trabajador Dependiente;Soltero;Universitario;No;4054000;Si;No;Celular;0;No
35828;21/4/1976;Trabajador Dependiente;Soltero;Universitario;No;4041000;No;No;Celular;2;No
36285;22/4/1977;Trabajador Dependiente;Soltero;Universitario;No;4041000;No;No;Celular;0;Si
37537;22/4/1969;Trabajador Dependiente;Soltero;Universitario;No;4040000;Si;No;Emailing;0;No
22848;14/4/1962;Trabajador Dependiente;Soltero;Universitario;No;4039000;Si;No;Emailing;0;No
45002;1/5/1980;Trabajador Dependiente;Soltero;Universitario;No;4038000;Si;No;Celular;0;No
36906;22/4/1972;Trabajador Dependiente;Soltero;Universitario;No;4028000;No;Si;Celular;0;No
22819;14/4/1967;Gerente;Soltero;Universitario;No;4025000;Si;Si;Emailing;0;No
36085;21/4/1975;Trabajador Independiente;Soltero;Universitario;No;4024000;Si;No;Celular;0;No
22098;14/4/1969;Gerente;Soltero;Universitario;No;4023000;Si;No;Celular;8;No
23603;15/4/1970;Trabajador Dependiente;Soltero;Universitario;No;4023000;No;No;Emailing;0;No
41142;25/4/1972;Gerente;Soltero;Universitario;No;4013000;Si;No;Emailing;0;No
38342;23/4/1974;Trabajador Dependiente;Soltero;Universitario;No;4009000;Si;No;Emailing;0;No
42217;26/4/1974;Trabajador Dependiente;Soltero;Universitario;No;4003000;No;No;Celular;0;No
35129;21/4/1970;Trabajador Dependiente;Soltero;Universitario;No;3993000;No;No;Celular;0;Si
44931;1/5/1981;Trabajador Dependiente;Soltero;Universitario;No;3992000;Si;Si;Emailing;0;No
40682;24/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3986000;Si;No;Emailing;0;No
44969;1/5/1982;Trabajador Dependiente;Soltero;Universitario;No;3982000;No;No;Celular;0;Si
35482;21/4/1973;Gerente;Soltero;Universitario;No;3981000;Si;No;Celular;1;No
38079;22/4/1974;Gerente;Soltero;Universitario;No;3981000;Si;No;Celular;0;No
42645;26/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3977000;No;No;Celular;0;No
32869;20/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3975000;Si;Si;Celular;1;No
10346;4/4/1964;Trabajador Dependiente;Soltero;Universitario;No;3972000;No;No;Celular;0;No
23233;14/4/1966;Trabajador Independiente;Soltero;Universitario;No;3972000;No;No;Celular;0;No
37124;22/4/1970;Gerente;Soltero;Universitario;No;3967000;Si;No;Celular;1;No
38628;23/4/1971;Gerente;Soltero;Universitario;No;3967000;Si;No;Emailing;0;No
16409;9/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3959000;Si;No;Celular;0;No
12637;6/4/1966;Trabajador Dependiente;Soltero;Universitario;No;3957000;Si;No;Fono Particular;3;No
42871;26/4/1977;Trabajador Dependiente;Soltero;Universitario;No;3955000;Si;No;Emailing;0;No
24674;15/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3954000;Si;No;Celular;3;No
25080;16/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3954000;Si;No;Celular;2;No
25315;16/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3954000;Si;No;Celular;1;No
27116;17/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3954000;Si;No;Emailing;0;No
19998;12/4/1959;Trabajador Independiente;Soltero;Universitario;No;3950000;Si;No;Emailing;0;No
36127;21/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3950000;Si;No;Celular;1;No
37137;22/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3950000;Si;No;Celular;0;Si
39867;23/4/1970;Trabajador Dependiente;Soltero;Universitario;No;3950000;Si;No;Fono Particular;3;No
20419;12/4/1962;Gerente;Soltero;Universitario;No;3947000;No;No;Fono Particular;0;No
16255;9/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3945000;No;No;Celular;0;No
43733;27/4/1980;Gerente;Soltero;Universitario;No;3944000;Si;No;Celular;0;Si
25244;16/4/1970;Trabajador Dependiente;Soltero;Universitario;No;3943000;No;No;Celular;0;No
25762;16/4/1970;Trabajador Dependiente;Soltero;Universitario;No;3943000;No;No;Celular;1;Si
42506;26/4/1981;Trabajador Dependiente;Soltero;Universitario;No;3933000;No;No;Celular;0;Si
39556;23/4/1975;Trabajador Dependiente;Soltero;Universitario;No;3927000;Si;No;Celular;0;No
44476;29/4/1982;Trabajador Dependiente;Soltero;Universitario;No;3926000;Si;No;Emailing;0;No
1363;24/3/1964;Trabajador Dependiente;Soltero;Universitario;No;3916000;No;No;Emailing;0;No
22530;14/4/1963;Trabajador Dependiente;Soltero;Universitario;No;3912000;Si;No;Fono Particular;0;No
32596;20/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3910000;Si;No;Celular;0;No
19139;11/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3908000;Si;No;Fono Particular;0;No
39243;23/4/1970;Gerente;Soltero;Universitario;No;3905000;No;No;Celular;0;No
44029;28/4/1978;Gerente;Soltero;Universitario;No;3902000;No;No;Celular;0;Si
10125;3/4/1963;Trabajador Dependiente;Soltero;Universitario;No;3897000;No;No;Celular;0;No
19316;12/4/1960;Trabajador Dependiente;Soltero;Universitario;No;3895000;Si;No;Celular;11;No
34766;21/4/1969;Gerente;Soltero;Universitario;No;3886000;Si;Si;Emailing;0;No
21122;13/4/1961;Gerente;Soltero;Universitario;No;3877000;Si;No;Emailing;0;No
25844;16/4/1965;Trabajador Dependiente;Soltero;Universitario;No;3876000;No;No;Emailing;0;No
26876;17/4/1967;Gerente;Soltero;Universitario;No;3875000;Si;No;Emailing;0;No
27527;17/4/1967;Gerente;Soltero;Universitario;No;3875000;Si;No;Celular;0;No
17924;10/4/1970;Gerente;Soltero;Universitario;No;3872000;Si;No;Celular;0;No
40501;24/4/1977;Trabajador Dependiente;Soltero;Universitario;No;3872000;Si;No;Celular;0;No
22345;14/4/1963;Trabajador Dependiente;Soltero;Universitario;No;3867000;No;No;Celular;0;No
44289;28/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3856000;Si;No;Emailing;0;No
28774;18/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3854000;Si;No;Celular;0;No
19505;12/4/1959;Trabajador Dependiente;Soltero;Universitario;No;3851000;No;No;Celular;0;No
40140;24/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3851000;No;No;Celular;0;No
28029;17/4/1965;Gerente;Soltero;Universitario;No;3850000;Si;No;Celular;4;Si
28237;17/4/1965;Gerente;Soltero;Universitario;No;3850000;Si;No;Celular;0;No
38843;23/4/1972;Gerente;Soltero;Universitario;No;3849000;No;No;Fono Particular;0;No
40441;24/4/1976;Gerente;Soltero;Universitario;No;3846000;No;No;Celular;0;Si
35589;21/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3845000;Si;No;Celular;0;No
44025;28/4/1983;Trabajador Dependiente;Soltero;Universitario;No;3843000;No;No;Celular;2;No
44674;29/4/1984;Trabajador Dependiente;Soltero;Universitario;No;3843000;No;No;Celular;0;No
21652;13/4/1962;Gerente;Soltero;Universitario;No;3840000;Si;No;Celular;2;Si
22072;14/4/1963;Gerente;Soltero;Universitario;No;3840000;Si;No;Celular;0;Si
35238;21/4/1972;Gerente;Soltero;Universitario;No;3829000;No;Si;Celular;0;No
32784;20/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3827000;No;No;Celular;0;No
23527;15/4/1963;Trabajador Dependiente;Soltero;Universitario;No;3823000;No;No;Emailing;0;No
31863;19/4/1969;Gerente;Soltero;Universitario;No;3821000;Si;No;Celular;0;Si
33380;20/4/1970;Gerente;Soltero;Universitario;No;3821000;No;No;Celular;0;No
26764;17/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3819000;No;No;Emailing;0;No
35426;21/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3818000;No;No;Celular;0;No
42102;25/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3817000;Si;No;Celular;0;No
29070;18/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3816000;No;No;Celular;1;No
34863;21/4/1976;Trabajador Dependiente;Soltero;Universitario;No;3816000;Si;No;Celular;0;No
24457;15/4/1964;Gerente;Soltero;Universitario;No;3813000;No;No;Celular;0;No
16554;9/4/1969;Gerente;Soltero;Universitario;No;3812000;No;No;Celular;0;No
38690;23/4/1976;Trabajador Dependiente;Soltero;Universitario;No;3809000;Si;No;Emailing;0;No
32320;20/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3806000;Si;No;Celular;0;No
33231;20/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3805000;Si;No;Celular;0;No
29926;18/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3798000;No;No;Emailing;0;No
21693;13/4/1960;Gerente;Soltero;Universitario;No;3797000;No;No;Celular;2;No
22396;14/4/1961;Gerente;Soltero;Universitario;No;3797000;No;No;Celular;0;No
41681;25/4/1973;Gerente;Soltero;Universitario;No;3796000;No;No;Celular;0;Si
40005;24/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3794000;No;No;Celular;0;No
42326;26/4/1978;Trabajador Dependiente;Soltero;Universitario;No;3792000;No;No;Celular;2;Si
42716;26/4/1978;Trabajador Dependiente;Soltero;Universitario;No;3792000;No;No;Celular;0;Si
42863;26/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3791000;Si;No;Emailing;0;No
39112;23/4/1970;Gerente;Soltero;Universitario;No;3779000;No;No;Celular;0;Si
11561;5/4/1965;Trabajador Dependiente;Soltero;Universitario;No;3778000;Si;No;Emailing;0;No
42806;26/4/1976;Trabajador Dependiente;Soltero;Universitario;No;3776000;Si;No;Emailing;0;No
30732;19/4/1972;Trabajador Dependiente;Soltero;Universitario;No;3773000;Si;No;Emailing;0;No
32952;20/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3773000;No;No;Celular;0;No
38477;23/4/1976;Gerente;Soltero;Universitario;No;3773000;Si;No;Emailing;0;No
38976;23/4/1976;Gerente;Soltero;Universitario;No;3773000;Si;No;Celular;1;No
33284;20/4/1967;Gerente;Soltero;Universitario;No;3770000;No;No;Celular;0;No
25852;16/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3764000;No;No;Emailing;0;No
26095;16/4/1965;Trabajador Independiente;Soltero;Universitario;No;3759000;No;No;Emailing;0;No
42737;26/4/1980;Trabajador Dependiente;Soltero;Universitario;No;3754000;No;No;Celular;1;No
29512;18/4/1966;Trabajador Dependiente;Soltero;Universitario;No;3751000;No;No;Emailing;0;No
41932;25/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3733000;Si;No;Celular;7;No
42622;26/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3733000;Si;No;Celular;6;Si
42656;26/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3733000;Si;No;Fono Particular;0;Si
43356;27/4/1978;Trabajador Dependiente;Soltero;Universitario;No;3730000;Si;No;Celular;4;No
44187;28/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3730000;Si;No;Celular;0;Si
36366;22/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3729000;Si;No;Celular;10;No
37508;22/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3729000;Si;No;Emailing;0;No
14588;8/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3727000;No;No;Celular;0;No
30499;19/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3723000;Si;No;Emailing;0;No
42010;25/4/1980;Trabajador Dependiente;Soltero;Universitario;No;3717000;No;No;Fono Particular;0;No
11988;5/4/1965;Gerente;Soltero;Universitario;No;3713000;Si;Si;Celular;0;No
44132;28/4/1978;Trabajador Dependiente;Soltero;Universitario;No;3713000;No;No;Celular;3;Si
10564;4/4/1964;Trabajador Dependiente;Soltero;Universitario;No;3710000;Si;No;Fono Particular;0;No
42834;26/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3706000;Si;No;Emailing;0;Si
43683;27/4/1977;Gerente;Soltero;Universitario;No;3704000;No;No;Celular;0;Si
10090;3/4/1963;Trabajador Dependiente;Soltero;Universitario;No;3702000;No;No;Celular;0;No
37974;22/4/1975;Trabajador Dependiente;Soltero;Universitario;No;3701000;No;No;Celular;0;No
12205;6/4/1966;Trabajador Dependiente;Soltero;Universitario;No;3696000;No;No;Celular;4;Si
12597;6/4/1966;Trabajador Dependiente;Soltero;Universitario;No;3696000;No;No;Celular;0;Si
4669;28/3/1957;Gerente;Soltero;Universitario;No;3694000;No;No;Celular;0;No
32498;20/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3689000;No;No;Celular;0;Si
11891;5/4/1965;Trabajador Dependiente;Soltero;Universitario;No;3688000;Si;No;Celular;0;No
42733;26/4/1975;Trabajador Dependiente;Soltero;Universitario;No;3687000;No;No;Celular;0;No
16547;9/4/1969;Gerente;Soltero;Universitario;No;3684000;Si;No;Celular;0;No
16793;9/4/1969;Gerente;Soltero;Universitario;No;3684000;Si;No;Celular;3;No
31197;19/4/1967;Gerente;Soltero;Universitario;No;3679000;Si;No;Celular;1;No
31326;19/4/1967;Gerente;Soltero;Universitario;No;3679000;Si;No;Celular;0;No
36371;22/4/1972;Trabajador Dependiente;Soltero;Universitario;No;3677000;Si;No;Celular;0;No
42906;26/4/1978;Trabajador Dependiente;Soltero;Universitario;No;3675000;No;No;Emailing;0;No
42165;26/4/1981;Trabajador Dependiente;Soltero;Universitario;No;3672000;Si;No;Celular;5;No
43261;27/4/1982;Trabajador Dependiente;Soltero;Universitario;No;3672000;Si;No;Emailing;0;No
27596;17/4/1966;Gerente;Soltero;Universitario;No;3669000;No;No;Celular;1;No
25379;16/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3665000;No;No;Celular;0;Si
34884;21/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3662000;No;No;Fono Particular;0;No
35236;21/4/1972;Trabajador Dependiente;Soltero;Universitario;No;3658000;Si;Si;Celular;0;No
34095;20/4/1974;Gerente;Soltero;Universitario;No;3655000;No;No;Celular;0;No
19743;12/4/1960;Trabajador Dependiente;Soltero;Universitario;No;3652000;Si;No;Celular;2;No
20901;13/4/1961;Trabajador Dependiente;Soltero;Universitario;No;3652000;Si;No;Emailing;0;Si
25278;16/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3649000;Si;No;Celular;4;No
27000;17/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3649000;Si;No;Emailing;0;No
27577;17/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3649000;Si;No;Celular;2;No
24199;15/4/1969;Gerente;Soltero;Universitario;No;3646000;Si;No;Celular;1;Si
13088;6/4/1966;Trabajador Dependiente;Soltero;Universitario;No;3644000;No;No;Emailing;0;No
42956;26/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3638000;No;No;Celular;0;No
28620;18/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3636000;No;No;Celular;0;No
30506;19/4/1966;Gerente;Soltero;Universitario;No;3635000;Si;No;Emailing;0;No
44137;28/4/1980;Trabajador Dependiente;Soltero;Universitario;No;3630000;No;No;Fono Particular;0;Si
42589;26/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3629000;No;No;Celular;0;No
43819;27/4/1981;Trabajador Dependiente;Soltero;Universitario;No;3628000;No;No;Celular;0;No
31515;19/4/1966;Trabajador Dependiente;Soltero;Universitario;No;3626000;Si;Si;Celular;0;No
36729;22/4/1970;Gerente;Soltero;Universitario;No;3625000;Si;No;Celular;2;No
38347;23/4/1971;Gerente;Soltero;Universitario;No;3625000;Si;No;Emailing;0;No
28099;17/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3623000;No;No;Emailing;1;Si
29252;18/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3623000;No;No;Fono Particular;0;Si
32911;20/4/1970;Gerente;Soltero;Universitario;No;3623000;No;No;Celular;0;No
41514;25/4/1975;Trabajador Dependiente;Soltero;Universitario;No;3623000;No;No;Celular;0;Si
41709;25/4/1975;Trabajador Dependiente;Soltero;Universitario;No;3623000;No;No;Celular;1;No
35381;21/4/1969;Gerente;Soltero;Universitario;No;3616000;No;No;Celular;0;No
3117;26/3/1968;Trabajador Dependiente;Soltero;Universitario;No;3612000;Si;No;Celular;0;No
6473;30/3/1959;Trabajador Dependiente;Soltero;Universitario;No;3611000;Si;No;Celular;0;No
41590;25/4/1978;Gerente;Soltero;Universitario;No;3611000;No;No;Celular;0;Si
35210;21/4/1972;Trabajador Dependiente;Soltero;Universitario;No;3595000;Si;No;Celular;0;No
37368;22/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3588000;No;No;Fono Particular;0;No
35427;21/4/1972;Trabajador Dependiente;Soltero;Universitario;No;3586000;No;No;Celular;0;No
23320;14/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3583000;No;No;Emailing;0;No
30186;18/4/1970;Gerente;Soltero;Universitario;No;3576000;Si;No;Celular;0;No
41442;25/4/1978;Trabajador Dependiente;Soltero;Universitario;No;3575000;Si;No;Emailing;0;No
25479;16/4/1963;Trabajador Dependiente;Soltero;Universitario;No;3572000;Si;Si;Celular;0;No
20548;13/4/1961;Trabajador Dependiente;Soltero;Universitario;No;3571000;Si;No;Celular;0;No
38786;23/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3568000;Si;No;Celular;0;No
25906;16/4/1965;Trabajador Dependiente;Soltero;Universitario;No;3561000;Si;No;Emailing;0;No
27146;17/4/1967;Trabajador Independiente;Soltero;Universitario;No;3560000;No;No;Emailing;0;No
27842;17/4/1967;Trabajador Independiente;Soltero;Universitario;No;3560000;No;No;Celular;2;No
29151;18/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3552000;No;No;Celular;0;No
33200;20/4/1969;Gerente;Soltero;Universitario;No;3552000;No;No;Celular;3;Si
35198;21/4/1970;Gerente;Soltero;Universitario;No;3552000;No;No;Celular;0;No
3655;27/3/1956;Trabajador Dependiente;Soltero;Universitario;No;3551000;Si;No;Celular;0;Si
28299;17/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3551000;Si;No;Fono Particular;0;No
29097;18/4/1966;Gerente;Soltero;Universitario;No;3544000;Si;No;Celular;0;Si
9763;3/4/1963;Gerente;Soltero;Universitario;No;3537000;No;No;Emailing;0;Si
38456;23/4/1974;Trabajador Dependiente;Soltero;Universitario;No;3532000;Si;No;Emailing;0;No
11679;5/4/1965;Trabajador Dependiente;Soltero;Universitario;No;3531000;Si;No;Celular;6;No
12559;6/4/1966;Trabajador Dependiente;Soltero;Universitario;No;3531000;Si;No;Celular;0;No
42189;26/4/1980;Trabajador Dependiente;Soltero;Universitario;No;3529000;No;Si;Celular;2;No
43717;27/4/1981;Trabajador Dependiente;Soltero;Universitario;No;3529000;No;Si;Celular;0;No
36352;22/4/1977;Trabajador Dependiente;Soltero;Universitario;No;3528000;No;No;Celular;0;No
39857;23/4/1978;Trabajador Dependiente;Soltero;Universitario;No;3528000;No;No;Celular;2;Si
40226;24/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3528000;No;No;Celular;0;Si
40459;24/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3528000;No;No;Celular;1;No
40974;24/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3527000;No;Si;Celular;0;No
43833;27/4/1982;Trabajador Dependiente;Soltero;Universitario;No;3519000;Si;No;Celular;0;No
36260;22/4/1976;Trabajador Dependiente;Soltero;Universitario;No;3511000;No;No;Celular;0;Si
36518;22/4/1976;Trabajador Dependiente;Soltero;Universitario;No;3511000;No;No;Celular;1;Si
43802;27/4/1981;Trabajador Dependiente;Soltero;Universitario;No;3511000;No;No;Celular;0;Si
27280;17/4/1965;Trabajador Dependiente;Soltero;Universitario;No;3508000;Si;No;Celular;3;No
30179;18/4/1966;Trabajador Dependiente;Soltero;Universitario;No;3508000;Si;No;Celular;0;No
40569;24/4/1972;Trabajador Dependiente;Soltero;Universitario;No;3508000;Si;No;Celular;0;No
29176;18/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3507000;Si;No;Celular;0;No
44691;29/4/1980;Trabajador Dependiente;Soltero;Universitario;No;3505000;Si;No;Celular;1;No
36727;22/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3500000;Si;No;Celular;0;No
3641;27/3/1956;Trabajador Dependiente;Soltero;Universitario;No;3499000;Si;No;Celular;3;No
4422;28/3/1957;Trabajador Dependiente;Soltero;Universitario;No;3499000;Si;No;Emailing;0;No
33131;20/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3499000;Si;No;Celular;1;No
3447;27/3/1956;Trabajador Dependiente;Soltero;Universitario;No;3495000;No;Si;Celular;0;No
33379;20/4/1972;Gerente;Soltero;Universitario;No;3495000;Si;Si;Celular;0;No
13728;7/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3494000;Si;No;Emailing;0;No
29378;18/4/1966;Trabajador Dependiente;Soltero;Universitario;No;3490000;Si;No;Celular;0;Si
39326;23/4/1976;Trabajador Dependiente;Soltero;Universitario;No;3485000;No;No;Celular;0;No
42546;26/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3485000;No;Si;Celular;0;No
38825;23/4/1970;Gerente;Soltero;Universitario;No;3473000;No;No;Celular;0;Si
7879;1/4/1961;Empresario;Soltero;Universitario;No;3469000;Si;No;Celular;1;Si
7972;1/4/1961;Empresario;Soltero;Universitario;No;3469000;Si;No;Celular;0;Si
36563;22/4/1976;Trabajador Dependiente;Soltero;Universitario;No;3466000;Si;No;Fono Particular;25;No
40603;24/4/1978;Trabajador Dependiente;Soltero;Universitario;No;3466000;No;No;Celular;0;Si
43669;27/4/1981;Trabajador Dependiente;Soltero;Universitario;No;3466000;No;No;Celular;0;Si
18136;11/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3465000;Si;No;Emailing;0;No
41803;25/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3463000;No;No;Celular;0;No
11216;5/4/1965;Trabajador Dependiente;Soltero;Universitario;No;3458000;No;No;Emailing;0;No
27059;17/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3457000;No;No;Emailing;0;No
25630;16/4/1966;Gerente;Soltero;Universitario;No;3452000;Si;No;Celular;0;No
33344;20/4/1967;Trabajador Dependiente;Soltero;Universitario;No;3446000;Si;No;Celular;0;No
18991;11/4/1971;Gerente;Soltero;Universitario;No;3445000;No;No;Celular;0;No
16499;9/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3438000;Si;No;Fono Particular;0;No
16517;9/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3432000;Si;No;Celular;0;No
40369;24/4/1976;Trabajador Dependiente;Soltero;Universitario;No;3432000;Si;No;Celular;0;No
41247;25/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3430000;Si;No;Emailing;0;No
7631;1/4/1961;Trabajador Dependiente;Soltero;Universitario;No;3421000;No;No;Emailing;0;No
26653;17/4/1968;Trabajador Dependiente;Soltero;Universitario;No;3415000;No;No;Fono Particular;0;No
44517;29/4/1980;Trabajador Dependiente;Soltero;Universitario;No;3415000;No;No;Celular;0;Si
42153;25/4/1979;Trabajador Dependiente;Soltero;Universitario;No;3412000;Si;No;Celular;0;No
43771;27/4/1982;Trabajador Dependiente;Soltero;Universitario;No;3411000;No;No;Celular;2;No
44014;28/4/1983;Trabajador Dependiente;Soltero;Universitario;No;3411000;No;No;Celular;0;Si
39869;23/4/1970;Gerente;Soltero;Universitario;No;3410000;Si;No;Celular;0;No
33123;20/4/1971;Gerente;Soltero;Universitario;No;3406000;Si;No;Celular;0;No
38877;23/4/1975;Trabajador Dependiente;Soltero;Universitario;No;3405000;No;No;Celular;0;No
30883;19/4/1972;Trabajador Dependiente;Soltero;Universitario;No;3404000;Si;No;Celular;5;No
33074;20/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3404000;Si;No;Celular;3;No
33529;20/4/1973;Trabajador Dependiente;Soltero;Universitario;No;3404000;Si;No;Emailing;0;No
16921;10/4/1970;Trabajador Dependiente;Soltero;Universitario;No;3403000;Si;No;Celular;2;Si
18589;11/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3403000;Si;No;Celular;0;No
19030;11/4/1971;Trabajador Dependiente;Soltero;Universitario;No;3403000;Si;No;Celular;1;Si
39275;23/4/1970;Gerente;Soltero;Universitario;No;3392000;Si;No;Celular;0;No
22242;14/4/1969;Trabajador Dependiente;Soltero;Universitario;No;3384000;Si;No;Fono Particular;0;No
30120;18/4/1973;Gerente;Soltero;Universitario;No;3384000;Si;No;Celular;0;No
36494;22/4/1977;Gerente;Soltero;Universitario;No;3384000;No;No;Celular;2;Si
37430;22/4/1977;Gerente;Soltero;Universitario;No;3384000;No;No;Celular;3;Si
39142;23/4/1978;Gerente;Soltero;Universitario;No;3384000;No;No;Celular;0;Si
43531;27/4/1975;Trabajador Dependiente;Soltero;Universitario;No;3382000;No;No;Celular;0;No
